City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,72.12,47,47,3.69,scattered clouds
346,Dwarahat,IN,29.7833,79.4333,69.71,91,99,1.72,overcast clouds
347,Cyangugu,RW,-2.4846,28.9075,74.01,62,95,3.71,light rain
348,Gat,IL,31.61,34.7642,86.77,15,0,13.96,clear sky
349,Keetmanshoop,NA,-26.5833,18.1333,80.2,8,0,12.77,clear sky
350,Leshukonskoye,RU,64.8989,45.7622,56.8,62,93,8.55,overcast clouds
351,Kudahuvadhoo,MV,2.6708,72.8944,81.28,68,100,1.3,overcast clouds
352,Undory,RU,54.6085,48.3928,57.4,72,100,18.66,light rain
353,Viedma,AR,-40.8135,-62.9967,45.12,77,47,12.62,scattered clouds
354,Sur,OM,22.5667,59.5289,98.64,38,36,6.76,scattered clouds
355,Kidal,ML,18.4411,1.4078,95.34,28,42,12.97,scattered clouds
356,Formosa,AR,-26.1775,-58.1781,51.55,88,33,6.69,scattered clouds
357,Elwood,AU,-37.8817,144.983,60.85,48,86,7.0,light rain
358,Douglas,US,41.3,-96.167,66.6,84,0,5.75,clear sky
359,Sergeyevka,KZ,53.88,67.4158,63.86,31,39,5.88,scattered clouds
360,Mbandaka,CD,0.0487,18.2603,77.41,85,99,1.72,moderate rain
361,Fonte Boa,BR,-2.4959,-66.2662,71.1,98,97,1.61,overcast clouds
362,Kadom,RU,54.5592,42.4675,51.19,75,96,11.77,overcast clouds
363,Matadi,CD,-5.8167,13.45,83.93,56,68,5.39,broken clouds
364,Quebo,GW,11.3333,-14.9333,73.56,96,100,7.81,moderate rain
365,Morondava,MG,-20.2833,44.2833,82.08,52,76,10.33,broken clouds
366,Puerto Narino,CO,-3.7703,-70.3831,72.54,93,72,1.99,broken clouds
367,Muli,MV,2.9167,73.5667,81.16,73,78,3.24,broken clouds
368,Oistins,BB,13.0667,-59.5333,80.71,76,78,12.5,broken clouds
369,Eenhana,NA,-17.4667,16.3333,87.62,10,35,10.56,scattered clouds
370,Murdochville,CA,48.9583,-65.5006,57.56,99,100,4.43,overcast clouds
371,Jimeta,NG,9.2833,12.4667,79.39,73,74,1.63,broken clouds
372,Gerash,IR,27.6652,54.1371,99.79,10,0,7.58,clear sky
373,Cururupu,BR,-1.8283,-44.8683,74.32,94,55,4.5,broken clouds
374,Berlevag,NO,70.8578,29.0864,44.6,63,100,8.97,overcast clouds
375,Santiago,CL,-33.4569,-70.6483,48.85,77,0,1.14,clear sky
376,Ruthin,GB,53.1137,-3.3178,59.32,84,95,10.63,overcast clouds
377,Azuaga,ES,38.2667,-5.6833,63.97,85,81,11.95,broken clouds
378,Marawi,PH,7.9986,124.2928,74.25,86,100,3.94,overcast clouds
379,Colon,PA,9.3592,-79.9014,77.36,97,100,1.99,overcast clouds
380,Kalmunai,LK,7.4167,81.8167,84.11,72,92,13.15,overcast clouds
381,Blagoyevo,RU,63.3667,47.9167,59.5,49,25,8.79,scattered clouds
382,Anarcs,HU,48.1764,22.1117,67.73,51,88,10.8,light rain
383,Kudymkar,RU,59.0173,54.656,58.32,47,100,7.47,overcast clouds
384,Itarema,BR,-2.9248,-39.9167,76.75,84,31,13.2,scattered clouds
385,Monte Alegre,BR,-2.0078,-54.0692,72.39,83,5,5.01,clear sky
386,Turayf,SA,31.6725,38.6637,84.0,22,0,9.89,clear sky
387,Kavaratti,IN,10.5669,72.642,81.25,79,11,12.57,few clouds
388,Grenada,ES,37.1882,-3.6067,69.67,74,40,2.3,scattered clouds
389,Ovalle,CL,-30.5983,-71.2003,50.7,70,0,2.01,clear sky
390,Pitimbu,BR,-7.4706,-34.8086,72.19,85,89,7.34,overcast clouds
391,Rincon,US,32.296,-81.2354,74.86,82,0,4.61,clear sky
392,Carbonia,IT,39.1672,8.5222,83.05,34,61,12.88,broken clouds
393,Antalaha,MG,-14.9003,50.2788,77.59,62,47,14.52,scattered clouds
394,Pervomayskiy,RU,53.2485,40.2871,60.4,70,99,7.94,overcast clouds
395,Kinel-Cherkassy,RU,53.4706,51.4743,66.81,32,100,16.91,overcast clouds
396,Liepaja,LV,56.5419,21.0367,60.78,82,20,12.66,few clouds
397,Raudeberg,NO,61.9875,5.1352,51.87,11,97,6.44,overcast clouds
398,Bissora,GW,12.2231,-15.4475,71.53,98,100,5.97,heavy intensity rain
399,Yar-Sale,RU,66.8333,70.8333,51.84,61,95,13.0,overcast clouds
400,Sarakhs,IR,36.5449,61.1577,92.01,8,0,4.34,clear sky
401,Tornio,FI,65.8481,24.1466,51.82,84,100,11.07,overcast clouds
402,Bad Sackingen,DE,47.5537,7.9461,76.71,82,100,3.42,overcast clouds
403,Illapel,CL,-31.6308,-71.1653,50.25,63,0,2.24,clear sky
404,Likasi,CD,-10.9814,26.7333,80.6,26,94,10.18,overcast clouds
405,Lichinga,MZ,-13.3128,35.2406,68.09,52,20,13.8,few clouds
406,Alvorada,BR,-12.48,-49.1247,76.8,35,3,1.81,clear sky
407,Havoysund,NO,70.9963,24.6622,44.83,65,100,11.83,overcast clouds
408,Hampton,US,37.0299,-76.3452,74.01,73,0,12.66,clear sky
409,Baghmara,IN,23.795,86.2085,77.47,92,100,4.83,overcast clouds
410,Lerwick,GB,60.1545,-1.1494,53.6,77,100,14.07,overcast clouds
411,Beldanga,IN,23.9333,88.25,81.21,85,100,13.82,moderate rain
412,Belyy Yar,RU,53.6039,91.3903,51.85,63,75,8.95,broken clouds
413,Huarmey,PE,-10.0681,-78.1522,59.63,88,67,9.57,broken clouds
414,Waddan,LY,29.1614,16.139,83.55,45,0,4.27,clear sky
415,Terme,TR,41.2092,36.9739,73.33,58,63,8.79,broken clouds
416,Treinta Y Tres,UY,-33.2333,-54.3833,44.78,97,18,6.04,few clouds
417,Hurghada,EG,27.2574,33.8129,90.91,40,0,17.78,clear sky
418,Antigonish,CA,45.6169,-61.9986,66.81,97,68,6.62,broken clouds
419,Kutum,SD,14.2,24.6667,85.8,28,99,11.83,overcast clouds
420,Ismailia,EG,30.6043,32.2723,87.75,30,0,7.29,clear sky
421,Serramanna,IT,39.4244,8.9244,83.7,41,72,14.5,broken clouds
422,Parlakimidi,IN,18.7667,84.0833,84.61,79,90,8.1,overcast clouds
423,Faya,SA,18.3851,42.4509,84.72,19,17,8.08,few clouds
424,Adiake,CI,5.2863,-3.304,76.64,82,82,3.96,broken clouds
425,Nigde,TR,37.8333,34.75,68.04,28,0,5.39,clear sky
426,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,59.56,90,100,6.44,moderate rain
427,Abu Samrah,SY,35.3029,37.1841,85.41,32,0,12.73,clear sky
428,Sept-Iles,CA,50.2001,-66.3821,61.05,95,100,5.99,overcast clouds
429,Tallinn,EE,59.437,24.7535,55.51,92,100,12.66,overcast clouds
430,Ilulissat,GL,69.2167,-51.1,46.42,81,100,9.22,overcast clouds
431,Aromashevo,RU,56.8602,68.6375,59.49,48,88,7.85,overcast clouds
432,Wamba,NG,8.9333,8.6,78.44,76,78,3.4,broken clouds
433,Adrar,MR,20.5022,-10.0711,93.45,22,44,15.93,scattered clouds
434,Ibotirama,BR,-12.1853,-43.2206,68.13,66,6,2.28,clear sky
435,Mayumba,GA,-3.432,10.6554,77.02,75,81,7.74,broken clouds
436,Pyatnitskoye,RU,50.4233,37.8273,50.77,84,100,8.19,overcast clouds
437,Carutapera,BR,-1.195,-46.02,77.59,82,36,8.05,scattered clouds
438,The Valley,AI,18.217,-63.0578,83.1,77,15,18.5,few clouds
439,Killybegs,IE,54.6333,-8.45,56.91,78,100,11.48,overcast clouds
440,Cockburn Town,TC,21.4612,-71.1419,84.25,72,100,17.13,overcast clouds
441,Banda Aceh,ID,5.5577,95.3222,84.09,70,95,10.18,overcast clouds
442,Jaque,PA,7.5175,-78.1703,76.95,88,100,2.53,moderate rain
443,Jangaon,IN,17.7167,79.1833,86.88,59,48,14.65,scattered clouds
444,Staraya Poltavka,RU,50.4772,46.4814,70.3,43,100,13.73,overcast clouds
445,Kagoro,NG,9.6,8.3833,72.43,84,83,2.95,broken clouds
446,Araguacu,BR,-12.9306,-49.8264,78.58,32,2,3.91,clear sky
447,Varkkallai,IN,8.7341,76.7067,85.78,71,87,10.09,overcast clouds
448,Talnakh,RU,69.4865,88.3972,42.21,94,100,11.1,light rain
449,Araouane,ML,18.9048,-3.5265,95.63,33,11,16.35,few clouds
450,Salinopolis,BR,-0.6136,-47.3561,78.42,85,79,11.03,broken clouds
451,Fauske,NO,67.2588,15.3918,55.78,80,100,6.96,overcast clouds
452,Ilovlya,RU,49.3033,43.9796,71.71,40,100,10.36,overcast clouds
453,Beyneu,KZ,45.3167,55.2,80.56,17,0,26.89,clear sky
454,Labrea,BR,-7.2586,-64.7981,73.56,84,34,3.22,scattered clouds
455,Karaman,TR,37.0833,33.25,68.14,38,0,8.32,clear sky
456,Bakaly,RU,55.1789,53.8028,67.15,37,100,12.24,light rain
457,Huntingdon,GB,52.3305,-0.1865,61.29,79,91,3.76,overcast clouds
458,Kurchum,KZ,48.5722,83.6542,64.92,36,100,6.04,overcast clouds
459,Takoradi,GH,4.8845,-1.7554,75.43,87,100,4.83,overcast clouds
460,Kumluca,TR,36.3703,30.2869,85.35,36,0,7.65,clear sky
461,Izazi,TZ,-7.2,35.7333,87.31,27,98,4.29,overcast clouds
462,Bobcaygeon,CA,44.5462,-78.542,57.88,98,36,7.85,scattered clouds
463,Adjumani,UG,3.3779,31.7909,83.84,59,48,0.63,scattered clouds
464,Grindavik,IS,63.8424,-22.4338,43.27,87,75,11.5,broken clouds
465,Sao Domingos,BR,-13.3983,-46.3183,67.41,33,2,7.67,clear sky
466,Lucapa,AO,-8.4192,20.7447,88.34,39,100,3.94,overcast clouds
467,Tazovskiy,RU,67.4667,78.7,46.06,70,100,10.89,overcast clouds
468,Saint-Pierre,RE,-21.3393,55.4781,78.48,57,75,16.11,broken clouds
469,Ponta Delgada,PT,37.7333,-25.6667,77.5,94,75,8.05,mist
470,Igarka,RU,67.4667,86.5833,42.85,62,100,8.66,overcast clouds
471,Hemsedal,NO,60.8629,8.5534,52.16,69,77,5.66,broken clouds
472,Ankazoabo,MG,-22.2833,44.5167,89.94,18,68,9.33,broken clouds
473,Micheweni,TZ,-4.9667,39.8333,80.89,65,33,10.94,scattered clouds
474,Barcelos,PT,41.5388,-8.6151,66.85,85,99,10.83,overcast clouds
475,Severnoye,RU,56.3491,78.3619,54.52,50,89,4.45,overcast clouds
476,Rio Grande,BR,-32.035,-52.0986,54.95,95,43,12.8,scattered clouds
477,Trebukhiv,UA,50.4843,30.903,65.91,58,67,10.74,broken clouds
478,San Cristobal,VE,7.7669,-72.225,63.45,96,100,1.99,overcast clouds
479,Beaune,FR,47.0833,4.75,65.62,61,76,7.92,light rain
480,Kostino,RU,58.9097,53.2691,57.83,48,100,8.68,overcast clouds
481,Bandarbeyla,SO,9.4942,50.8122,91.29,48,88,26.04,overcast clouds
482,Umm Lajj,SA,25.0213,37.2685,92.52,44,3,16.91,clear sky
483,Winder,US,33.9926,-83.7202,63.7,93,0,3.44,clear sky
484,Dingle,PH,10.9995,122.6711,82.4,82,82,10.4,broken clouds
485,Gangarampur,IN,25.4,88.5167,86.02,70,92,7.34,overcast clouds
486,Walvis Bay,NA,-22.9575,14.5053,56.08,75,8,12.12,clear sky
487,Garhi Yasin,PK,27.9069,68.511,100.42,35,0,4.81,clear sky
488,Stornoway,GB,58.2093,-6.3865,55.36,71,75,11.5,broken clouds
489,Villa Carlos Paz,AR,-31.4241,-64.4978,42.08,31,38,4.83,scattered clouds
490,Nyrob,RU,60.733,56.7202,59.22,49,17,7.05,few clouds
491,Maragogi,BR,-9.0122,-35.2225,71.58,90,44,4.07,scattered clouds
492,Hendek,TR,40.7994,30.7481,74.35,35,0,3.53,clear sky
493,Pangnirtung,CA,66.1451,-65.7125,40.73,99,100,6.29,light rain
494,Manavalakurichi,IN,8.1333,77.3,83.64,71,89,14.25,overcast clouds
495,Durban,ZA,-29.8579,31.0292,76.93,78,1,5.99,clear sky
496,Port-Gentil,GA,-0.7193,8.7815,82.36,74,40,14.97,scattered clouds
497,Paro,BT,27.4305,89.4133,69.33,80,92,4.29,overcast clouds
498,Jashpurnagar,IN,22.9,84.15,77.14,82,100,9.86,overcast clouds
499,Kondinskoye,RU,59.6481,67.41,60.49,45,22,9.95,few clouds
500,Waterloo,CA,43.4668,-80.5164,57.78,94,0,8.41,clear sky
501,Dajal,PK,29.5577,70.3762,100.51,30,0,3.27,clear sky
502,Sidi Ali,DZ,36.0998,0.4206,76.71,57,100,10.8,overcast clouds
503,Ciudad Bolivar,VE,8.1222,-63.5497,75.34,90,13,5.53,few clouds
504,Fereydun Kenar,IR,36.6864,52.5225,84.34,53,0,7.9,clear sky
505,Jos,NG,9.9167,8.9,70.0,82,94,2.39,light rain
506,Caraquet,CA,47.7941,-64.9386,63.72,96,83,5.14,broken clouds
507,Ilam,NP,26.9167,87.9167,75.07,84,84,4.34,broken clouds
508,Agadir,MA,30.4202,-9.5982,72.05,73,0,2.42,clear sky
509,Humaita,BR,-7.5061,-63.0208,73.36,85,13,2.8,few clouds
510,Cacoal,BR,-11.4386,-61.4472,76.46,61,71,2.08,broken clouds
511,Abu Kamal,SY,34.4506,40.9171,91.0,29,0,11.39,clear sky
512,Belyy,RU,55.8402,32.9419,48.22,98,100,2.8,overcast clouds
513,Sheltozero,RU,61.3667,35.3667,56.17,61,90,13.85,overcast clouds
514,Dahanu,IN,19.9667,72.7333,83.07,83,97,18.16,overcast clouds
515,Goure,NE,13.9835,10.2704,86.02,53,59,6.51,broken clouds
516,Denia,ES,38.8408,0.1057,81.55,67,100,5.99,light rain
517,Balkanabat,TM,39.5108,54.3671,94.96,8,0,16.58,clear sky
518,Arenapolis,BR,-14.4503,-56.8461,75.7,36,44,2.98,scattered clouds
519,Rovnoye,RU,50.7765,46.0509,65.98,49,100,7.2,overcast clouds
520,Durusu,TR,41.3053,28.6767,76.84,50,0,5.99,clear sky
521,Ambilobe,MG,-13.2,49.05,92.16,29,80,8.08,broken clouds
522,Saint-Felicien,CA,48.6501,-72.4491,61.48,100,100,14.97,mist
523,Bamboo,JM,18.3922,-77.2643,70.81,85,77,2.86,broken clouds
524,Carregado,PT,39.0236,-8.9769,69.4,80,67,9.28,broken clouds
525,Nicoya,CR,10.1483,-85.452,72.43,95,78,1.54,broken clouds
526,Bom Despacho,BR,-19.7364,-45.2522,68.02,37,77,3.76,broken clouds
527,Baixa Grande,BR,-11.9597,-40.1681,61.95,95,12,0.92,few clouds
528,Paicandu,BR,-23.4575,-52.0486,63.61,96,100,5.97,overcast clouds
529,Ferrol,ES,43.4832,-8.2369,71.67,80,99,6.51,overcast clouds
530,Mashhad,IR,36.297,59.6062,91.54,25,0,4.61,clear sky
531,Praia,CV,14.9215,-23.5087,79.63,84,82,7.56,light rain
532,Samalkha,IN,29.2333,77.0167,88.95,56,99,13.09,overcast clouds
533,Bereznik,RU,62.8551,42.7072,59.32,51,12,9.6,few clouds
534,Shubarshi,KZ,48.5872,57.1869,72.61,18,33,22.73,scattered clouds
535,Suleja,NG,9.1758,7.1808,76.98,83,87,4.79,overcast clouds
536,Alanya,TR,36.5438,31.9998,84.33,54,0,6.06,clear sky
537,Odweyne,SO,9.4092,45.064,85.32,38,81,21.32,broken clouds
538,Cap Malheureux,MU,-19.9842,57.6142,77.47,55,88,11.99,overcast clouds
539,Burriana,ES,39.889,-0.085,76.69,78,100,9.6,light rain
540,Sisimiut,GL,66.9395,-53.6735,44.71,90,100,13.73,light rain
541,Abha,SA,18.2164,42.5053,84.45,8,20,5.75,few clouds
542,Pauini,BR,-7.7136,-66.9764,70.74,92,44,1.57,scattered clouds
543,Marzuq,YE,14.4,46.4667,88.29,33,99,12.35,overcast clouds
544,Horodnytsya,UA,50.807,27.3168,62.1,71,77,11.88,broken clouds
545,Maizieres-Les-Metz,FR,49.2075,6.1605,73.0,93,100,7.58,overcast clouds
546,Nicholasville,US,37.8806,-84.573,58.57,89,0,0.0,clear sky
547,Arraias,BR,-12.9288,-46.9437,70.48,27,5,4.25,clear sky
548,At-Bashi,KG,41.1702,75.8106,75.09,15,0,7.16,clear sky
549,Saint Anthony,US,45.0205,-93.218,59.2,90,0,4.61,clear sky
550,Akhtubinsk,RU,48.2795,46.1722,71.78,52,100,1.97,overcast clouds
551,Baiao,BR,-2.7906,-49.6717,71.24,99,28,2.37,scattered clouds
552,Panaba,MX,21.2833,-88.2667,75.61,96,97,5.84,overcast clouds
553,Taoudenni,ML,22.6783,-3.9836,101.52,6,2,4.09,clear sky
554,Itupiranga,BR,-5.1347,-49.3267,75.52,86,2,3.38,clear sky
555,Lagoa,PT,39.05,-27.9833,73.51,91,1,13.33,clear sky
556,Boa Vista,BR,2.8197,-60.6733,76.98,83,20,2.3,few clouds
557,Pafos,CY,34.7667,32.4167,83.98,58,20,8.05,few clouds
558,Saran,FR,47.9501,1.876,70.83,83,0,5.75,clear sky
559,Boueni,YT,-12.9025,45.0761,82.38,72,91,9.04,overcast clouds
560,Gazanjyk,TM,39.2446,55.5154,92.32,8,0,21.74,clear sky
561,Garissa,KE,-0.4536,39.6401,88.68,36,68,22.77,broken clouds
562,Novo Aripuana,BR,-5.1206,-60.3797,76.46,75,100,2.44,overcast clouds
563,Truro,GB,50.2653,-5.0544,63.36,94,40,13.8,scattered clouds
564,Lagos,NG,6.5833,3.75,82.8,70,60,3.62,broken clouds
565,Kaputa,ZM,-8.4689,29.6619,81.27,34,72,4.5,broken clouds
566,Cheremukhovo,RU,60.3484,59.9851,60.24,46,34,4.85,scattered clouds
567,Santiago De Cao,PE,-7.9589,-79.2392,59.13,88,100,8.05,mist
568,Snasa,NO,64.2457,12.3778,54.81,98,100,4.83,light rain
569,Meulaboh,ID,4.1363,96.1285,82.99,68,98,5.23,overcast clouds
570,Ilabaya,PE,-17.4208,-70.5133,56.86,38,54,1.97,broken clouds
571,Pisco,PE,-13.7,-76.2167,59.05,77,100,4.61,mist
572,De Aar,ZA,-30.6497,24.0123,72.45,34,0,22.15,clear sky
573,Rocha,UY,-34.4833,-54.3333,45.59,96,1,5.64,clear sky
574,Nemours,FR,48.2751,2.6908,71.96,70,100,8.32,overcast clouds
575,Dhidhdhoo,MV,6.8833,73.1,81.34,76,100,8.08,overcast clouds
576,Wukari,NG,7.85,9.7833,80.2,70,90,2.59,overcast clouds
577,Mezen,RU,65.8522,44.24,52.72,76,100,9.91,overcast clouds
578,Lalibela,ET,12.0333,39.0333,72.03,47,82,2.95,broken clouds
579,Sao Francisco,BR,-15.9486,-44.8644,66.51,31,0,6.06,clear sky
580,Murashi,RU,59.3999,48.9615,56.89,51,100,10.16,overcast clouds
581,Promyshlennyy,RU,67.5833,63.9167,46.51,81,100,13.67,light rain
582,Muskegon,US,43.3,-86.1334,59.81,91,0,0.0,mist
583,Aswan,EG,24.0934,32.907,99.63,16,1,14.12,clear sky
584,Flensburg,DE,54.7833,9.4333,60.91,72,99,13.8,overcast clouds
585,Yenagoa,NG,4.9247,6.2642,80.85,78,84,4.18,moderate rain
586,Ashford,GB,51.1459,0.8728,62.1,96,100,8.95,light rain
587,Miandrivazo,MG,-19.5167,45.4667,92.77,23,94,4.14,overcast clouds
588,Rafraf,TN,37.1904,10.1837,88.11,64,5,15.66,clear sky
589,Ullapool,GB,57.8987,-5.1604,54.36,86,95,9.84,overcast clouds
590,Kisangani,CD,0.5167,25.2,71.2,97,100,1.1,overcast clouds
591,Kargasok,RU,59.0556,80.8572,56.08,48,45,7.18,scattered clouds
592,Skibbereen,IE,51.55,-9.2667,61.11,76,83,7.83,broken clouds
593,Khash,IR,28.2211,61.2158,94.78,7,0,12.15,clear sky
594,Baramula,IN,34.2,74.35,82.36,36,1,3.18,clear sky
595,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,70.95,98,100,1.25,overcast clouds
596,Georgiyevka,KZ,43.0369,74.7114,75.24,25,0,6.71,clear sky
597,Sayyan,YE,15.1718,44.3244,74.43,26,100,15.28,overcast clouds
598,Mahibadhoo,MV,3.7833,72.9667,80.73,71,87,1.1,overcast clouds
599,Zemio,CF,5.0314,25.1361,71.44,97,100,0.13,overcast clouds
600,Sagua La Grande,CU,22.8067,-80.0756,72.59,87,98,5.14,overcast clouds
601,Khandbari,NP,27.3747,87.2039,80.28,70,46,4.0,scattered clouds
602,Villa Constitucion,AR,-33.2278,-60.3297,51.98,75,0,1.25,clear sky
603,Carnarvon,AU,-24.8667,113.6333,68.25,51,25,19.33,scattered clouds
604,Moussoro,TD,13.6408,16.4901,87.8,54,99,9.19,overcast clouds
605,Toma,BF,12.7667,-2.8833,79.97,73,67,10.92,broken clouds
606,Quelimane,MZ,-17.8786,36.8883,82.35,57,75,14.97,broken clouds
607,Bardiyah,LY,31.7561,25.0865,80.22,48,0,7.49,clear sky
608,Peniche,PT,39.3558,-9.3811,71.11,94,69,10.85,broken clouds
609,Podgorodnyaya Pokrovka,RU,51.8281,54.9874,73.53,23,100,21.03,overcast clouds
610,San Lazaro,BZ,18.0387,-88.6622,74.35,97,99,3.42,overcast clouds
611,Carolina,PR,18.3808,-65.9574,82.29,91,40,4.61,scattered clouds
612,George,ZA,-33.963,22.4617,76.55,29,0,4.61,clear sky
613,Vilcun,CL,-38.65,-72.2333,32.74,95,42,3.47,scattered clouds
614,Tromso,NO,69.6496,18.957,46.42,66,75,16.11,light rain
615,Libertador General San Martin,AR,-23.8064,-64.7876,52.97,44,1,3.27,clear sky
616,Zuwarah,LY,32.9312,12.082,86.22,44,0,10.45,clear sky
617,Siniscola,IT,40.5719,9.6922,83.75,48,82,12.28,broken clouds
618,Birao,CF,10.2849,22.7882,80.78,71,98,5.73,overcast clouds
619,Filingue,NE,14.3521,3.3168,87.01,60,14,8.55,few clouds
620,Caconda,AO,-13.7333,15.0667,83.19,22,52,3.6,broken clouds
621,Pimentel,PE,-6.8367,-79.9342,60.75,86,57,12.82,broken clouds
622,Moerdijk,NL,51.7034,4.6259,61.02,82,100,1.99,light rain
623,Eshowe,ZA,-28.8865,31.4699,74.75,43,16,10.09,few clouds
624,Mamallapuram,IN,12.6264,80.1722,91.45,67,95,12.73,overcast clouds
625,Aykino,RU,62.2248,49.9922,60.17,42,11,7.16,few clouds
626,Novyy Yarychiv,UA,49.9044,24.3052,64.29,59,100,14.92,overcast clouds
627,Kambove,CD,-10.8764,26.5969,79.56,26,91,10.87,overcast clouds
628,Trinidad,BO,-14.8333,-64.9,70.63,84,93,4.85,overcast clouds
629,Salamiyah,SY,35.0113,37.0532,84.96,34,0,17.85,clear sky
630,Osypenko,UA,46.9136,36.8253,63.93,46,77,14.74,broken clouds
631,Duminichi,RU,53.9345,35.1099,48.83,92,100,6.44,overcast clouds
632,Dolores,AR,-36.3132,-57.6792,45.01,89,0,2.17,clear sky
633,Portree,GB,57.4129,-6.1942,54.52,87,88,9.06,overcast clouds
634,Kyzyl-Suu,KG,42.3414,78.0056,66.81,34,0,6.64,clear sky
635,Maceio,BR,-9.6658,-35.7353,69.24,100,40,3.44,fog
636,Yahotyn,UA,50.2798,31.7625,60.76,59,91,13.18,overcast clouds
637,Urumqi,CN,43.801,87.6005,68.95,37,0,8.95,clear sky
638,Zwedru,LR,6.0667,-8.1281,72.93,98,100,3.02,light rain
639,Baijiantan,CN,45.6333,85.1833,74.53,25,25,1.19,scattered clouds
640,Agadez,NE,19.75,10.25,94.42,12,33,12.46,scattered clouds
641,Cefalu,IT,38.0386,14.0229,83.53,31,1,2.64,clear sky
642,Nirmal,IN,19.1,78.35,82.87,77,96,14.5,overcast clouds
643,Malazgirt,TR,39.1427,42.5401,77.18,23,2,13.02,clear sky
644,Beira,MZ,-19.8436,34.8389,76.5,61,64,16.84,broken clouds
645,Bensonville,LR,6.4461,-10.6125,74.75,94,100,6.17,light rain
646,Charlestown,AU,-32.95,151.6667,60.73,74,93,3.0,overcast clouds
647,Malanje,AO,-9.5402,16.341,80.24,46,59,5.64,broken clouds
648,Garzon,CO,2.1959,-75.6278,66.61,82,98,1.01,overcast clouds
649,Humberto De Campos,BR,-2.5983,-43.4611,77.97,80,52,9.28,broken clouds
650,Marovoay,MG,-16.1,46.6333,91.92,25,46,7.14,scattered clouds
651,Bronnoysund,NO,65.4625,12.1997,57.2,77,75,14.0,broken clouds
652,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,47,0,5.75,clear sky
653,Ushtobe,KZ,45.2514,77.9838,67.89,22,35,16.02,scattered clouds
654,Port-Cartier,CA,50.0334,-66.8654,61.02,99,100,8.66,overcast clouds
655,Fenoarivo,MG,-18.933,47.4354,71.67,49,75,14.97,broken clouds
656,Tikapur,NP,28.5,81.1333,83.46,74,97,7.56,overcast clouds
657,Motoseni,RO,46.3333,27.3833,69.26,39,89,7.43,overcast clouds
658,Mach,PK,29.8637,67.3298,90.05,26,0,6.42,clear sky
659,Am Timan,TD,11.0297,20.2827,81.3,73,100,4.21,overcast clouds
660,Barna,RO,45.7167,22.05,74.44,41,61,4.68,broken clouds
661,Darnah,LY,32.767,22.6367,78.51,51,0,12.19,clear sky
662,Gayny,RU,60.3071,54.3241,60.37,42,33,7.18,scattered clouds
663,Sumbe,AO,-11.2061,13.8437,76.35,73,25,5.19,scattered clouds
664,Ginir,ET,7.1333,40.7,70.57,54,97,8.55,light rain
665,Maldonado,UY,-34.6667,-54.9167,44.33,94,1,3.0,clear sky
666,Santiago De Chuco,PE,-8.15,-78.1833,48.67,72,100,0.31,overcast clouds
667,Puerto Cabezas,NI,14.0351,-83.3888,78.08,84,14,4.68,few clouds
668,Akureyri,IS,65.6835,-18.0878,40.93,81,75,8.05,broken clouds
669,Senanga,ZM,-16.1167,23.2667,87.84,17,26,12.01,scattered clouds
670,Tabou,CI,4.423,-7.3528,76.91,83,100,6.98,overcast clouds
671,Chilca,PE,-12.5211,-76.7372,59.22,85,94,7.14,overcast clouds
672,Kasongo-Lunda,CD,-6.4667,16.8167,88.36,48,58,0.36,broken clouds
673,Waspan,NI,14.7419,-83.9717,73.31,97,30,1.92,scattered clouds
674,Colquiri,BO,-17.4167,-67.1333,33.85,50,69,0.31,broken clouds
675,Kargil,IN,34.5667,76.1,63.88,22,88,3.98,overcast clouds
676,Xique-Xique,BR,-10.8218,-42.7263,71.26,70,2,14.83,clear sky
677,Esmeraldas,BR,-19.7625,-44.3139,67.06,53,10,2.57,clear sky
678,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,65,20,8.05,few clouds
679,Ulagan,RU,50.6321,87.9563,52.66,50,100,4.0,overcast clouds
680,Lerik,AZ,38.7726,48.4128,67.64,41,0,5.99,clear sky
681,Necochea,AR,-38.5473,-58.7368,41.22,92,58,2.59,broken clouds
682,Varkaus,FI,62.3153,27.873,56.3,68,99,14.12,overcast clouds
683,Kansanshi,ZM,-12.0951,26.4273,79.43,27,35,10.87,scattered clouds
684,Douala,CM,4.0483,9.7043,80.69,78,99,2.86,light rain
685,Shenkursk,RU,62.1091,42.896,60.15,46,17,10.65,few clouds
686,Thompson,CA,55.7435,-97.8558,28.56,93,0,0.0,clear sky
687,Umarkot,PK,25.3616,69.7362,99.21,38,83,9.57,broken clouds
688,Shieli,KZ,44.1667,66.75,80.28,16,1,23.71,clear sky
689,Mitha Tiwana,PK,32.2486,72.1108,98.13,34,0,2.55,clear sky
690,Turbat,PK,26.0023,63.044,103.82,22,0,9.46,clear sky
691,Nosy Varika,MG,-20.5833,48.5333,75.7,59,94,8.99,overcast clouds
692,Haiger,DE,50.75,8.2167,64.2,93,75,4.61,moderate rain
693,Jaleswar,NP,26.6471,85.8008,87.82,63,89,12.44,overcast clouds
